Pays,Genre,Age,Desabonnement,CreditScore,Ancienneté,Balance,NbrDeProduit,CarteDeCredit,MembreActif,SalaireEstimé
France,Male,42,0,613,7,115076,1,1,1,79324
France,Male,30,0,794,8,0,2,1,1,24114
France,Female,42,1,736,7,117280,3,0,0,41921
Germany,Male,49,0,692,6,110540,2,0,1,107473
Spain,Male,36,0,703,7,135095,1,1,0,143860
Germany,Male,23,0,720,0,187861,2,1,1,104120
Germany,Male,44,0,777,3,124656,2,0,1,79792
France,Male,44,0,653,8,0,2,1,1,154640
France,Female,38,0,552,9,134105,1,0,0,57850
France,Female,34,0,708,4,0,1,1,1,62868
France,Female,40,0,647,9,0,2,0,1,92357
Germany,Male,52,0,597,8,83693,2,1,1,161084
France,Male,42,0,501,9,114631,1,0,1,91430
France,Male,44,0,709,9,128602,1,1,0,117031
Germany,Female,34,0,621,2,91259,2,1,0,44857
France,Male,70,0,799,8,70417,1,1,1,36484
France,Female,33,0,675,6,0,2,1,0,34046
France,Female,35,0,561,5,0,2,1,0,59982
France,Female,42,0,707,10,0,2,1,1,152944
France,Male,33,0,670,6,88295,1,1,0,66979
Spain,Female,32,0,649,7,0,1,1,0,28797
France,Male,28,0,524,1,93577,1,1,1,51671
Germany,Female,30,1,689,5,136651,1,1,1,41866
Spain,Female,72,0,573,8,98766,1,1,1,96016
France,Male,33,0,657,1,84310,2,0,0,103914
Spain,Male,39,0,686,10,136258,1,0,0,89200
France,Female,29,0,683,9,0,2,1,1,48850
Germany,Female,47,0,753,1,131161,1,1,0,197445
Spain,Female,30,0,520,4,145223,2,0,0,145161
Germany,Male,25,0,547,4,98142,2,1,1,52310
France,Male,47,1,653,6,0,1,1,0,50696
Spain,Female,28,0,648,9,102283,1,1,1,157891
France,Female,37,0,639,4,116122,2,0,1,181851
France,Female,25,1,711,5,190067,1,0,0,51345
Germany,Female,55,1,484,8,149350,3,0,0,137520
France,Male,36,0,721,1,155177,2,1,1,49653
Germany,Male,32,0,548,2,98986,1,1,1,55867
France,Male,41,1,679,8,147727,3,1,0,172749
France,Male,41,0,553,1,0,2,1,0,90607
France,Male,36,0,757,7,144852,1,0,0,130862
France,Male,54,1,581,4,89300,1,0,0,5558
Spain,Male,40,0,718,9,0,2,0,0,121538
France,Male,41,0,625,6,97663,2,1,0,57129
Spain,Male,39,0,744,4,95162,1,1,0,19410
Germany,Male,31,1,799,9,154587,1,0,1,88605
Spain,Female,34,0,751,8,127095,2,0,0,480
Germany,Male,35,0,781,7,92526,2,1,1,173838
Germany,Female,46,0,777,0,107363,1,1,0,487
Spain,Female,24,1,704,2,0,1,1,0,35600
France,Female,47,1,539,2,127286,2,1,1,166929
France,Female,29,0,716,6,0,2,1,1,98999
France,Male,37,0,670,2,0,2,1,1,54230
France,Male,40,0,555,10,139930,1,1,1,105720
Germany,Female,30,0,679,4,77950,1,1,1,121151
France,Male,38,0,571,1,121405,1,1,1,154844
Spain,Female,35,0,512,5,124581,1,1,1,18785
France,Male,35,0,697,5,133088,1,1,0,64772
Spain,Male,34,0,424,7,0,1,1,1,16251
France,Female,43,0,684,7,0,2,1,0,131094
Spain,Male,62,1,697,7,0,1,1,0,129188
Germany,Male,45,1,580,8,103741,1,1,0,47429
France,Female,32,0,600,7,98878,1,1,0,132973
France,Male,37,0,521,5,105843,2,1,1,84908
Spain,Male,44,1,664,7,77527,3,0,0,57339
France,Male,77,0,634,5,0,2,1,1,161580
France,Female,33,0,445,7,0,2,1,0,122626
Germany,Female,36,0,702,2,105265,2,1,1,52910
France,Male,37,0,485,5,0,2,0,1,170226
Germany,Female,40,1,582,3,110150,1,1,1,191758
Spain,Female,57,1,605,2,0,3,1,0,66653
France,Male,25,0,628,7,0,2,1,1,195978
Spain,Female,28,0,604,6,0,2,1,1,69056
Germany,Male,31,0,724,9,138166,1,1,0,12920
Germany,Male,40,0,567,7,122265,1,1,0,138553
Spain,Female,55,1,779,0,133296,1,1,0,22833
France,Male,36,0,785,2,0,1,0,1,61811
France,Female,32,1,563,0,148326,1,1,0,191604
Germany,Female,31,0,821,2,68928,1,1,1,25445
France,Female,47,1,747,5,139915,4,0,1,129965
Germany,Female,58,1,600,8,118723,1,0,0,6210
Spain,Male,32,0,625,7,106957,1,1,1,134794
France,Female,41,0,773,7,190239,1,1,1,57550
France,Female,53,0,726,1,113538,1,0,1,28367
Spain,Female,40,0,641,4,101090,1,1,1,51703
France,Female,46,0,649,2,0,2,1,1,66603
Spain,Male,33,0,434,3,0,1,1,1,2740
France,Female,38,0,738,7,0,2,0,0,69227
Spain,Female,60,1,762,10,168921,1,1,0,31445
Germany,Male,31,0,507,9,111590,1,1,0,150037
Germany,Female,27,0,606,6,172310,1,0,1,111449
Germany,Male,34,1,655,7,118028,1,1,0,51226
Germany,Male,51,0,697,1,147910,1,1,1,53581
Germany,Male,42,0,504,7,131287,2,1,1,149698
France,Female,74,0,653,0,121276,1,1,1,160348
Spain,Male,38,0,660,6,109869,1,1,1,154642
France,Female,34,0,652,6,97436,2,1,1,104332
France,Female,42,0,669,9,0,2,0,0,135630
France,Male,35,0,594,2,133853,1,1,1,65362
Germany,Male,32,0,756,0,109528,2,1,1,56176
France,Female,33,0,642,4,84607,2,0,1,60059
Germany,Male,37,0,486,1,101438,1,0,0,51365
France,Male,55,0,804,7,0,2,1,1,118753
France,Male,59,1,629,9,113658,1,1,1,116849
Spain,Female,44,1,581,7,189318,2,1,0,45026
France,Male,31,0,667,3,99514,1,1,1,189657
Spain,Male,35,0,667,4,97585,2,0,0,57213
France,Male,29,0,679,3,0,2,1,1,63687
France,Female,43,0,680,4,0,2,1,1,58761
Spain,Male,32,0,644,3,136660,1,1,1,14188
France,Female,30,0,571,4,85756,1,1,0,145116
Spain,Female,35,0,627,7,0,1,1,0,187718
France,Male,39,0,536,4,0,2,1,0,27150
Spain,Male,33,1,599,4,51691,1,1,0,111623
Spain,Male,34,0,744,3,0,2,1,0,27244
France,Female,34,0,709,2,111670,1,1,0,57030
Germany,Male,31,0,653,2,154741,2,0,0,25183
Germany,Male,31,0,648,7,125682,1,0,1,129981
Germany,Female,37,0,663,8,155304,1,1,0,118717
Germany,Female,43,0,613,4,140682,1,0,1,20134
France,Male,28,0,620,9,71903,1,0,1,190208
France,Male,51,0,661,6,146607,1,1,1,68022
Germany,Male,45,0,669,1,123950,1,0,0,110882
Germany,Female,33,0,767,1,144753,1,1,1,132481
France,Female,72,0,491,6,91285,1,1,1,7033
France,Male,43,0,653,0,0,2,1,0,27863
Germany,Male,58,0,679,8,125851,2,1,1,87008
France,Male,28,0,687,7,108117,1,1,1,27411
France,Female,38,0,837,2,0,2,1,1,46395
France,Male,28,0,850,8,67640,2,1,1,194245
Spain,Female,53,1,663,6,150200,1,0,1,151317
Spain,Female,22,0,547,7,141287,1,1,0,118143
France,Female,41,1,627,6,0,3,1,1,138701
France,Male,37,0,707,1,0,2,0,1,6036
France,Female,43,0,629,0,0,2,1,1,41264
France,Female,36,0,687,4,97158,1,0,1,63185
France,Female,36,1,588,2,0,2,1,0,92536
Germany,Female,33,0,502,6,125241,2,1,1,158736
Germany,Male,54,1,793,2,128966,1,0,0,18633
Germany,Male,59,1,727,5,152581,1,1,0,71830
Spain,Female,32,0,632,1,0,2,1,0,19526
Germany,Female,37,0,474,5,142689,2,1,1,110953
Germany,Female,31,0,850,1,130090,2,1,1,4466
France,Male,36,0,584,9,0,1,1,1,105819
France,Female,32,1,713,1,117094,1,0,0,149559
Spain,Male,24,0,742,8,0,2,1,0,4070
France,Female,39,1,607,10,0,3,1,0,132741
Spain,Female,34,0,761,2,0,2,1,0,61251
France,Male,49,0,600,7,90219,1,1,0,91348
Spain,Male,42,1,650,4,194533,1,1,0,171045
Germany,Male,56,1,850,1,169744,1,0,0,155850
France,Female,34,0,501,5,0,1,1,0,27381
France,Male,34,0,418,8,155974,1,1,0,154209
Spain,Male,59,0,797,4,129321,1,1,1,93625
Germany,Female,42,0,788,6,138650,2,1,0,64746
Spain,Male,43,0,699,2,136488,2,1,0,82816
France,Male,18,0,616,6,0,2,1,1,27309
France,Female,41,0,651,4,38617,1,1,1,104877
France,Female,28,0,654,7,0,2,1,0,151316
France,Female,34,1,676,8,82909,1,1,0,91817
Germany,Female,54,1,708,8,145151,1,0,1,125311
Spain,Female,42,1,499,0,147188,1,1,1,14869
France,Male,39,0,689,4,0,2,1,0,196112
Spain,Male,54,1,850,7,108186,2,0,0,24093
France,Male,30,0,502,4,0,2,1,1,66264
France,Male,34,0,643,7,0,2,0,1,100304
France,Male,28,0,762,2,0,2,1,0,167910
France,Male,49,0,719,5,105918,1,1,1,16247
France,Male,27,0,789,6,0,2,1,0,103604
Spain,Male,42,0,553,7,0,2,1,0,7680
Spain,Male,25,0,448,2,0,2,0,0,95216
Germany,Male,42,0,632,6,59972,2,0,1,148173
Spain,Male,25,0,669,7,157229,2,1,0,124383
Spain,Male,34,0,654,5,0,2,1,0,159311
France,Female,38,0,726,4,0,2,0,0,6787
France,Male,21,1,596,4,210433,2,0,1,197298
Germany,Female,30,0,733,1,102453,1,1,0,21557
Spain,Female,35,0,529,5,0,2,1,0,56518
France,Female,37,0,493,8,142987,2,1,0,158841
Spain,Female,29,0,615,7,143331,2,1,1,126396
France,Female,49,1,600,6,0,1,0,1,148088
France,Male,36,0,666,4,120165,2,1,0,33702
Spain,Male,54,0,644,6,0,1,0,1,84622
France,Female,36,1,692,4,0,1,1,0,185581
France,Male,73,0,707,6,66573,1,1,1,62769
France,Male,40,0,603,4,102833,2,1,1,38829
France,Female,34,0,671,5,164758,1,1,0,110749
Spain,Female,36,1,568,10,153611,1,1,1,54084
Spain,Female,35,0,598,8,0,3,0,1,88659
Spain,Male,42,0,606,10,0,2,1,0,177939
Germany,Female,36,0,850,3,169026,1,1,0,174235
Spain,Female,26,0,644,4,153456,2,1,1,82697
France,Male,37,0,655,4,0,2,1,1,142416
France,Male,30,0,850,10,153973,2,1,0,62811
Spain,Male,34,0,683,9,114610,2,0,1,25339
Germany,Male,37,0,663,7,143626,2,0,1,176487
Germany,Female,38,1,682,1,116520,1,1,1,49834
France,Male,77,0,639,6,80926,2,1,1,55829
France,Male,23,0,704,6,166595,1,1,1,155823
France,Female,40,0,691,0,115466,1,1,1,60623
France,Male,34,0,599,8,0,2,1,1,174197
France,Female,36,0,573,1,0,1,1,1,56905
Germany,Female,41,0,589,7,92619,1,1,1,101179
Germany,Female,25,1,620,8,141826,1,1,1,73858
Spain,Male,28,0,647,6,149594,2,1,0,102325
Spain,Female,39,1,737,7,130052,2,0,0,55356
France,Female,41,0,634,7,0,2,1,1,131285
France,Male,38,0,660,4,0,2,0,0,88080
Germany,Female,37,0,666,2,158469,1,0,1,93266
France,Male,44,0,696,8,161890,1,0,0,75562
France,Female,29,0,836,9,133682,1,1,1,153748
Spain,Female,34,0,667,5,0,2,1,0,163831
Spain,Male,20,0,596,3,187294,1,1,0,103456
France,Male,31,0,430,5,0,1,1,0,95655
Spain,Male,67,0,596,6,0,2,1,1,138351
France,Male,28,0,599,7,119706,1,0,0,31190
France,Female,22,0,519,8,0,1,0,1,167553
Germany,Female,45,1,721,7,138523,1,0,0,59604
Spain,Female,56,1,603,5,90779,2,1,0,162224
Germany,Male,47,1,572,4,99353,1,1,0,196550
Germany,Female,40,1,453,1,111524,1,1,1,120374
France,Female,37,0,668,7,128646,1,1,0,92150
Germany,Male,35,1,762,1,117459,1,0,1,178361
France,Female,39,0,633,9,129189,2,0,0,170999
Spain,Male,33,0,647,7,121260,2,1,0,77216
Spain,Male,56,1,796,6,94231,1,0,0,121165
France,Male,39,0,733,1,0,2,1,1,141841
France,Male,34,0,556,8,163757,1,1,1,104000
Spain,Male,58,0,489,4,0,2,1,1,191419
France,Male,22,0,639,4,0,2,1,0,28189
France,Male,35,0,715,2,141005,1,1,1,60408
Germany,Female,42,0,807,9,105356,2,1,1,130489
Spain,Male,34,0,714,5,0,2,1,0,193040
Germany,Female,23,0,626,6,85898,1,1,0,109743
France,Male,36,0,697,7,0,2,1,1,74760
Germany,Female,31,0,850,4,164673,1,0,1,61936
Germany,Female,45,0,737,2,99170,2,1,1,78651
France,Male,29,0,812,6,0,2,0,0,168024
France,Male,36,0,583,8,0,2,0,1,5572
Germany,Female,37,0,730,5,124053,1,1,0,118592
France,Male,36,0,677,4,0,2,1,0,7824
Germany,Female,40,0,748,3,103499,2,0,0,38153
Germany,Female,38,0,753,9,151767,1,1,1,180830
Spain,Female,36,0,634,1,0,1,1,1,143961
France,Male,29,0,622,7,101487,1,1,1,8788
Germany,Male,36,0,699,2,123602,2,1,0,103558
Germany,Male,38,1,570,1,127202,1,1,0,147168
Germany,Male,33,1,552,3,144963,1,1,0,58845
France,Female,48,1,619,4,0,1,0,0,18095
Spain,Male,33,0,714,8,122017,1,0,0,162515
Spain,Male,32,0,503,9,100263,2,1,1,157921
Spain,Female,43,0,685,6,117303,1,0,0,68702
France,Female,35,0,606,0,135984,2,1,0,186779
France,Male,38,0,678,3,0,2,1,0,66562
Germany,Male,31,0,724,2,160998,2,0,1,64831
Germany,Female,37,1,779,2,128390,1,1,1,6589
Spain,Male,35,0,638,1,0,2,1,0,165371
Spain,Female,50,1,610,5,130555,3,1,0,184758
Germany,Female,57,1,646,6,90212,1,1,0,13911
France,Female,29,0,628,9,71996,1,1,1,34857
France,Female,32,0,528,4,85616,2,1,0,156192
France,Female,27,0,432,6,62340,2,0,0,53875
Spain,Female,47,0,622,6,142319,1,0,0,100183
France,Male,54,0,721,5,0,2,1,1,4493
Spain,Male,36,0,614,5,0,2,1,0,130611
France,Female,24,0,634,2,87413,1,1,0,63341
France,Female,29,0,742,4,0,2,1,1,180067
France,Female,45,1,516,4,0,1,1,0,95274
France,Male,35,0,718,3,97560,1,1,1,53512
Germany,Male,30,0,636,8,141787,2,1,1,109686
Spain,Male,36,1,691,7,129935,1,0,0,75665
France,Female,37,0,698,2,166178,2,1,1,71973
Spain,Female,39,0,712,5,163098,2,1,1,23702
France,Male,20,0,659,8,0,2,0,0,112572
Spain,Male,44,0,573,8,0,2,0,0,62424
Germany,Female,35,1,778,1,151958,3,1,1,131238
France,Male,46,0,732,0,0,2,1,1,184351
Germany,Male,33,1,550,4,118401,1,0,1,14000
Spain,Male,20,0,790,8,0,2,1,0,168153
Germany,Female,43,1,665,2,116322,4,1,0,35640
Spain,Female,43,0,728,5,0,1,1,1,120088
Spain,Female,29,0,645,4,0,2,1,1,74346
Germany,Male,30,0,647,6,143139,2,1,0,2955
Spain,Male,32,0,596,4,0,2,0,1,146504
France,Male,40,0,610,9,0,1,1,1,149603
France,Male,36,0,512,0,129804,1,1,0,53021
Germany,Male,37,1,768,9,108308,1,1,0,41788
Germany,Male,30,0,666,3,110153,1,0,1,74849
Germany,Female,30,0,700,4,116377,1,1,1,134417
Germany,Female,37,0,651,10,117791,2,1,1,75838
Spain,Female,26,0,542,2,0,2,1,1,54870
France,Female,35,0,686,8,105420,1,1,0,35356
Germany,Female,47,0,850,4,99219,2,1,1,122141
Germany,Female,55,0,658,8,119328,1,0,1,119440
France,Female,36,0,448,6,83947,2,1,0,82000
Spain,Male,32,0,609,4,99883,1,1,1,120595
France,Male,50,1,704,4,165438,1,1,0,120771
France,Male,31,0,698,1,156111,1,0,0,134791
France,Male,44,0,759,2,111096,2,1,0,100138
France,Female,56,1,677,0,119963,1,0,0,158326
Spain,Male,22,0,544,4,0,2,1,0,70008
Spain,Male,35,0,567,8,153138,1,1,0,88659
Spain,Male,40,0,490,6,156111,1,0,0,190889
France,Male,34,0,626,7,113015,2,1,1,56646
Germany,Male,43,0,718,5,132616,2,1,0,32999
France,Male,44,1,616,5,102016,1,0,1,178235
France,Female,35,0,772,9,0,1,0,1,25448
France,Male,32,0,561,5,0,2,1,0,84872
France,Male,49,0,814,8,0,2,0,0,157823
France,Female,56,1,651,4,0,1,0,0,84383
Germany,Female,42,0,538,4,80380,1,1,0,119216
France,Female,26,0,600,6,108909,1,1,0,82547
France,Female,35,0,654,2,90866,1,1,1,86764
France,Male,40,0,622,4,99800,2,1,0,197372
France,Male,28,1,682,10,200725,1,0,1,82873
Spain,Female,37,0,610,10,140364,2,1,1,129564
France,Female,36,0,795,1,151845,1,1,1,135389
France,Female,27,0,557,2,0,2,0,1,4498
Germany,Male,49,0,824,8,133231,1,1,1,67885
France,Male,27,0,698,7,0,2,1,0,111472
France,Female,36,0,630,8,126599,2,1,1,134408
Germany,Female,71,1,609,6,113317,1,1,0,108258
France,Male,47,0,694,4,0,2,1,0,197529
France,Female,58,0,681,8,93174,1,1,1,139761
Spain,Female,32,1,721,10,0,1,1,0,136120
Germany,Male,44,0,563,7,105007,2,1,1,197812
Spain,Female,32,1,654,2,0,1,1,1,51973
Spain,Male,27,0,659,4,0,2,1,0,99342
Germany,Female,44,1,674,4,131594,1,0,1,171345
Germany,Male,44,1,576,9,119531,1,1,0,119057
Germany,Male,54,0,566,4,118615,2,1,1,172602
Germany,Male,37,0,545,9,95829,2,0,1,104937
France,Male,36,0,798,1,0,2,1,1,159044
France,Male,38,0,757,0,0,1,1,0,83263
France,Male,50,0,641,6,153591,2,1,1,130911
France,Male,29,0,718,2,0,1,1,0,126337
France,Male,64,1,699,9,113110,1,1,0,27981
France,Female,35,0,623,0,130557,1,1,1,47881
France,Male,40,0,644,8,93183,1,1,0,73882
France,Male,58,1,586,7,151934,1,1,0,162960
Germany,Male,30,0,500,2,125496,2,1,1,68807
France,Female,42,0,583,7,0,2,1,0,144039
Germany,Female,26,0,595,8,118548,1,1,1,151192
Spain,Male,43,0,670,1,97792,1,0,0,120226
France,Male,41,1,610,6,0,3,0,0,56119
Spain,Female,72,0,814,2,0,2,0,1,130853
France,Female,40,0,660,8,167181,1,1,1,185157
Germany,Male,35,0,580,9,121355,1,0,1,35671
France,Female,81,0,850,1,0,2,1,1,59568
Spain,Male,35,0,676,0,0,2,0,0,139912
France,Male,46,0,578,5,113226,1,1,0,56771
France,Female,33,0,579,1,118393,1,1,1,157565
Germany,Female,52,0,711,8,145263,1,0,1,131473
France,Male,40,0,692,6,163505,1,0,0,90424
Spain,Female,33,0,760,1,118114,2,0,1,156660
Germany,Female,51,1,630,0,108449,3,0,0,88373
France,Male,32,0,808,1,0,2,1,1,46201
Germany,Female,36,0,611,10,103295,1,1,0,160548
France,Female,42,1,697,1,0,1,1,0,1263
France,Female,38,0,655,6,0,1,1,1,188639
Spain,Male,28,0,601,6,0,2,1,0,14665
France,Male,42,0,755,2,119919,1,1,0,156868
France,Male,37,0,553,1,0,1,1,0,30462
France,Male,28,0,723,4,0,2,1,1,123886
Spain,Female,34,0,507,4,0,2,1,1,60688
France,Male,43,0,777,1,0,2,1,0,21786
France,Male,34,0,566,3,0,1,0,0,188136
France,Male,26,0,732,7,0,2,1,0,154365
France,Female,42,0,697,10,0,2,1,0,61312
France,Male,29,0,555,4,128744,1,1,1,47455
Germany,Female,62,0,584,9,137727,2,0,1,121103
Germany,Female,44,1,705,10,106732,1,1,0,137420
France,Female,38,0,688,7,123544,1,1,1,157664
France,Female,37,0,626,2,133969,2,1,0,148690
Spain,Male,76,0,636,9,126535,1,1,1,39790
Spain,Female,35,0,719,8,0,1,1,1,165162
Spain,Male,30,1,706,6,87610,2,0,0,137675
Spain,Male,41,0,731,3,0,2,1,0,101372
Spain,Male,49,1,738,3,0,3,1,1,65066
France,Male,34,0,426,9,0,2,1,0,107877
Spain,Female,36,1,622,0,108960,2,1,0,111180
Spain,Female,30,0,701,2,0,2,1,0,115651
France,Male,51,0,512,6,144953,1,1,1,165035
France,Male,41,0,635,4,103545,2,1,0,193747
France,Male,33,0,685,6,0,1,1,0,58458
France,Male,53,0,609,7,0,2,0,1,52333
Germany,Male,38,1,598,1,101487,1,1,1,75959
France,Male,52,1,708,10,105356,1,1,0,123
Spain,Male,36,1,574,4,77968,1,1,0,167067
France,Male,44,1,629,5,0,4,0,0,117573
Spain,Female,54,0,422,4,0,2,1,1,7167
Spain,Male,28,0,656,8,120048,1,1,1,137173
France,Male,32,1,697,7,175465,3,1,0,116442
France,Male,52,1,718,8,79475,3,1,1,32421
Germany,Male,37,0,586,8,167736,2,0,1,104666
Spain,Female,37,0,481,8,0,2,1,0,44216
France,Female,33,0,749,1,74386,1,1,0,20164
Germany,Male,49,0,561,5,94754,1,1,1,26691
Spain,Male,27,0,676,4,0,1,0,1,107956
Germany,Male,43,0,615,3,86921,1,1,1,150048
France,Female,39,0,582,1,132077,2,1,0,192255
France,Male,40,0,601,10,127848,1,0,0,173246
France,Male,34,1,708,3,0,1,0,1,121458
Germany,Male,42,0,708,9,176702,2,1,1,104805
Germany,Female,33,0,797,10,83556,1,0,0,69767
France,Male,26,0,682,8,0,2,1,0,178373
Spain,Female,39,0,694,9,0,2,0,0,99924
France,Female,40,1,490,1,0,1,1,1,49594
Spain,Male,42,0,828,10,0,1,1,1,186071
Spain,Female,38,0,594,7,96858,1,1,0,77511
Spain,Male,33,0,579,1,0,2,1,1,54817
France,Female,35,0,723,0,0,2,0,1,61291
Germany,Female,42,1,619,8,132796,3,1,1,191821
Spain,Female,30,0,794,1,154971,1,0,1,156768
Germany,Male,44,0,674,3,88902,1,1,0,73731
France,Male,28,0,418,7,98739,1,1,0,122190
France,Male,33,0,502,8,0,2,1,1,123509
France,Female,50,0,678,6,0,1,1,0,8200
Germany,Male,40,0,599,10,137456,2,1,1,14113
France,Male,29,0,736,4,0,2,0,0,51705
France,Female,60,1,430,7,73937,1,1,0,161938
France,Female,45,1,537,7,158621,1,1,0,120893
Spain,Male,30,0,683,1,113257,1,1,1,65035
France,Male,31,0,828,9,0,1,0,1,164257
France,Female,29,0,691,9,116536,1,1,0,51988
Spain,Female,28,1,608,4,0,2,1,0,10900
France,Female,60,1,691,6,101071,1,1,0,177356
Spain,Male,39,0,718,6,0,2,0,1,63889
Germany,Female,31,0,680,3,127331,3,1,1,176434
Spain,Female,41,0,838,5,0,2,1,0,81314
Spain,Female,31,0,695,5,0,2,0,1,13999
France,Male,46,0,681,0,105969,1,1,0,5772
France,Male,36,0,762,5,119547,1,1,1,42694
Spain,Male,38,0,751,7,0,2,0,0,90840
Spain,Male,28,0,678,5,138668,1,1,1,54144
France,Female,37,0,634,7,51582,2,1,1,184313
France,Male,37,0,749,7,0,2,1,0,20307
Spain,Male,37,0,590,6,169903,1,1,1,128256
France,Female,27,0,610,4,87262,2,1,0,182720
France,Male,33,0,502,7,0,2,0,1,4083
France,Female,40,0,578,7,0,2,0,0,102234
France,Female,32,0,547,2,0,2,1,0,132003
France,Female,27,0,579,9,0,2,1,0,126839
France,Male,39,0,661,5,0,2,0,0,181461
France,Male,46,0,794,6,0,2,1,0,195326
France,Male,61,0,719,5,0,2,0,1,29132
France,Female,69,0,728,1,0,2,1,1,131805
Germany,Male,19,0,598,3,150348,1,1,1,173784
Germany,Female,46,0,822,3,115074,2,1,0,26250
Spain,Female,40,0,670,3,0,1,1,1,182650
France,Male,28,0,850,8,99987,1,1,0,196583
Germany,Female,68,1,723,3,110357,1,0,0,141978
Germany,Male,42,0,705,8,166686,2,1,1,55314
Spain,Male,40,0,677,7,95313,1,1,1,62945
France,Male,43,0,736,4,202443,1,1,0,72375
Germany,Female,47,1,661,0,109494,1,0,0,188324
Germany,Male,38,0,501,9,88977,2,0,1,133403
France,Female,29,0,516,2,104983,1,1,0,157378
Germany,Female,59,1,517,8,154111,2,1,0,101240
France,Male,32,0,766,6,185714,1,1,1,102502
Germany,Female,23,0,520,3,116023,2,1,1,37578
France,Male,46,0,541,6,0,2,1,1,83457
Germany,Female,34,0,790,2,164011,1,1,0,199420
France,Male,31,0,797,9,0,2,1,1,24749
France,Male,40,0,811,1,101515,1,1,1,121765
Spain,Female,32,0,722,4,0,2,1,1,113666
France,Male,28,0,675,9,0,1,1,0,134111
Germany,Male,39,0,660,9,134599,2,1,0,183096
Spain,Male,32,0,566,10,147511,1,1,1,159891
France,Male,25,0,768,0,78396,1,1,1,8316
Spain,Female,31,0,610,5,0,2,0,0,63736
France,Female,31,0,715,3,110581,1,1,1,94715
Germany,Male,42,0,750,8,151836,2,1,0,68695
Germany,Male,45,0,431,5,83625,2,0,0,36900
France,Male,24,0,704,2,148197,2,1,0,182775
Spain,Female,30,1,535,5,122925,1,0,0,62391
France,Female,38,0,614,4,72594,1,1,1,76042
France,Male,38,0,748,4,115221,1,0,1,70957
Germany,Male,51,0,492,8,117809,2,1,1,67311
France,Male,40,0,573,7,147755,1,1,1,110454
Spain,Female,53,1,706,3,0,3,0,0,88479
France,Male,31,0,680,10,113292,1,1,1,122640
Spain,Male,36,0,458,5,0,2,1,0,79724
Germany,Male,44,1,612,2,115163,1,1,1,97678
Germany,Male,50,1,809,10,118099,1,1,1,100720
France,Male,39,0,590,9,0,2,1,1,104731
France,Male,35,0,602,8,0,1,1,1,22499
Spain,Male,37,0,540,0,120826,1,1,0,28258
France,Male,25,0,494,6,0,2,0,1,109988
France,Male,29,0,797,1,0,1,0,1,149991
Germany,Male,61,0,526,6,133845,2,1,1,45181
Spain,Male,38,0,631,7,0,2,1,0,181606
France,Female,29,0,576,5,108541,1,1,1,126469
France,Male,39,1,405,10,0,1,1,0,160811
France,Male,30,0,555,1,0,2,0,0,88147
Spain,Female,37,0,750,2,113817,1,0,0,88334
France,Male,28,0,665,8,137300,1,1,0,90175
Spain,Male,37,0,640,5,158024,1,1,0,81298
France,Female,33,0,457,7,127838,1,0,1,60013
France,Male,36,0,695,4,161533,1,1,0,100941
France,Male,31,1,645,7,161172,2,1,0,12600
Spain,Male,32,0,647,9,80958,1,1,1,128591
Spain,Male,25,0,808,7,0,2,0,1,23180
France,Male,33,1,641,2,146194,2,1,1,55797
Spain,Male,29,0,700,8,0,2,0,1,152097
Germany,Male,26,0,660,4,115022,1,0,1,162443
Spain,Male,41,0,615,1,126773,1,1,1,55551
Germany,Female,40,0,705,3,92890,1,1,1,109497
France,Male,48,0,718,9,0,2,1,1,72106
France,Male,61,1,754,5,146622,1,1,1,41815
Germany,Male,45,1,713,4,131038,1,1,0,74005
France,Female,46,0,587,6,88820,1,0,0,70224
Spain,Male,31,0,569,1,115407,1,0,0,145528
France,Female,38,0,568,3,132952,1,0,1,124486
Germany,Male,74,0,634,5,108892,1,1,0,10078
Germany,Female,46,0,770,5,141789,2,0,0,164967
Spain,Female,64,0,676,4,116954,1,1,1,91149
Germany,Female,47,1,723,10,90450,2,0,0,103379
Germany,Female,39,1,614,8,125997,1,1,1,128049
Spain,Female,41,0,601,3,0,2,1,0,54343
France,Male,60,1,592,9,0,4,1,1,13614
Spain,Female,36,0,605,9,0,2,0,1,35522
Spain,Female,31,0,752,4,144638,2,1,0,40497
France,Female,29,1,677,3,86616,1,0,0,91904
France,Male,31,0,850,8,0,2,1,0,178668
Germany,Female,48,0,608,2,127924,2,1,0,32203
Spain,Female,34,0,786,9,0,2,1,0,117034
France,Female,29,1,777,9,131241,1,1,1,163746
Spain,Male,31,0,667,5,0,2,1,1,20347
Spain,Male,35,0,848,5,120047,2,1,0,84711
France,Female,39,0,486,8,97819,1,0,1,120531
Spain,Female,64,0,598,1,62980,1,1,1,152274
France,Female,40,0,506,3,0,1,1,1,144346
Germany,Male,46,1,612,9,161450,1,1,1,96961
France,Male,30,0,545,3,0,2,1,0,170307
France,Male,56,0,793,8,119496,2,1,0,29881
France,Female,30,0,682,9,0,2,1,1,195105
France,Male,62,1,517,1,43773,3,1,0,187756
France,Male,32,0,684,9,100249,2,0,1,67600
Spain,Male,46,0,692,2,0,2,1,1,105983
France,Female,60,1,740,5,108028,2,0,0,25980
Germany,Male,71,0,666,1,53013,2,1,1,112223
France,Male,68,0,693,2,0,2,1,1,59865
Germany,Male,33,0,757,1,122089,1,1,0,42581
